# ID	Prediction	OTHER	SP(Sec/SPI)	LIPO(Sec/SPII)	TAT(Tat/SPI)	TATLIPO(Sec/SPII)	PILIN(Sec/SPIII)	CS Position
prot_10249	SP	0.000150	0.999377	0.000123	0.000137	0.000114	0.000111	CS pos: 25-26. Pr: 0.9832
prot_1025	OTHER	1.000016	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10250	SP	0.000217	0.999110	0.000192	0.000179	0.000154	0.000149	CS pos: 32-33. Pr: 0.9746
prot_10251	OTHER	1.000045	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10252	SP	0.000316	0.998733	0.000261	0.000266	0.000204	0.000189	CS pos: 30-31. Pr: 0.9720
prot_10253	OTHER	1.000024	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10254	OTHER	1.000001	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10255	OTHER	1.000011	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10256	OTHER	1.000012	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10257	OTHER	1.000013	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10258	OTHER	0.999963	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10259	OTHER	0.999945	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_1026	SP	0.000189	0.999192	0.000172	0.000165	0.000139	0.000137	CS pos: 23-24. Pr: 0.9795
prot_10260	OTHER	1.000023	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10261	SP	0.000182	0.999193	0.000169	0.000170	0.000138	0.000136	CS pos: 24-25. Pr: 0.9765
prot_10262	OTHER	0.999968	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10263	OTHER	1.000008	0.000002	0.000000	0.000000	0.000000	0.000000	
prot_10264	OTHER	0.999944	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10265	OTHER	1.000036	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10266	LIPO	0.187471	0.227669	0.584761	0.000026	0.000020	0.000020	CS pos: 44-45. Pr: 0.4741
prot_10267	OTHER	0.999976	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10268	OTHER	1.000021	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10269	OTHER	0.999999	0.000000	0.000001	0.000000	0.000000	0.000000	
prot_1027	OTHER	1.000042	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10270	OTHER	1.000003	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10271	OTHER	1.000008	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10272	OTHER	1.000003	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10273	OTHER	0.892712	0.000002	0.107319	0.000000	0.000000	0.000000	
prot_10274	LIPO	0.001116	0.024352	0.973868	0.000518	0.000096	0.000036	CS pos: 34-35. Pr: 0.9973
prot_10275	OTHER	1.000024	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10276	SP	0.017505	0.980328	0.000750	0.000581	0.000467	0.000390	CS pos: 34-35. Pr: 0.9649
prot_10277	SP	0.000249	0.999043	0.000214	0.000200	0.000161	0.000149	CS pos: 22-23. Pr: 0.9743
prot_10278	OTHER	1.000018	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10279	OTHER	0.999983	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_1028	OTHER	1.000001	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10280	OTHER	0.999996	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10281	OTHER	1.000025	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10282	OTHER	1.000037	0.000001	0.000000	0.000000	0.000000	0.000000	
prot_10283	SP	0.000244	0.998987	0.000215	0.000213	0.000169	0.000163	CS pos: 37-38. Pr: 0.9688
prot_10284	OTHER	0.999965	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10285	SP	0.003307	0.994477	0.000981	0.000428	0.000438	0.000369	CS pos: 22-23. Pr: 0.9754
prot_10286	SP	0.000180	0.999203	0.000169	0.000165	0.000134	0.000140	CS pos: 26-27. Pr: 0.9772
prot_10287	OTHER	0.999997	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10288	OTHER	0.823251	0.176536	0.000073	0.000049	0.000049	0.000039	
prot_10289	OTHER	1.000014	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_1029	SP	0.000261	0.890153	0.000208	0.109023	0.000196	0.000151	CS pos: 44-45. Pr: 0.8671
prot_10290	LIPO	0.003076	0.185903	0.810950	0.000028	0.000021	0.000018	CS pos: 35-36. Pr: 0.8247
prot_10291	OTHER	0.999976	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10292	OTHER	1.000002	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10293	OTHER	0.999736	0.000297	0.000000	0.000000	0.000000	0.000000	
prot_10294	OTHER	1.000033	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10295	OTHER	1.000033	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10296	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10297	LIPO	0.000204	0.004339	0.995450	0.000010	0.000002	0.000000	CS pos: 33-34. Pr: 0.9918
prot_10298	OTHER	1.000017	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10299	SP	0.000229	0.999069	0.000196	0.000205	0.000158	0.000164	CS pos: 41-42. Pr: 0.9719
prot_103	SP	0.000204	0.999156	0.000184	0.000173	0.000139	0.000140	CS pos: 26-27. Pr: 0.9755
prot_1030	OTHER	1.000005	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10300	SP	0.013842	0.985631	0.000133	0.000149	0.000121	0.000123	CS pos: 40-41. Pr: 0.8579
prot_10301	OTHER	1.000010	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10302	OTHER	1.000029	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10303	LIPO	0.000000	0.000000	1.000011	0.000000	0.000000	0.000000	CS pos: 25-26. Pr: 0.9973
prot_10304	OTHER	1.000010	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10305	OTHER	1.000004	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10306	OTHER	1.000044	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10307	OTHER	1.000012	0.000008	0.000000	0.000000	0.000000	0.000000	
prot_10308	OTHER	1.000003	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10309	SP	0.000250	0.999091	0.000199	0.000188	0.000145	0.000146	CS pos: 34-35. Pr: 0.9620
prot_1031	OTHER	0.791484	0.094978	0.042357	0.000210	0.000247	0.070753	
prot_10310	OTHER	1.000031	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10311	OTHER	1.000022	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10312	OTHER	0.999991	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10313	OTHER	0.999986	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10314	OTHER	0.833376	0.166564	0.000019	0.000019	0.000016	0.000017	
prot_10315	OTHER	1.000008	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10316	OTHER	0.999997	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10317	OTHER	1.000021	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10318	LIPO	0.010381	0.078358	0.909845	0.001324	0.000068	0.000021	CS pos: 39-40. Pr: 0.9947
prot_10319	OTHER	0.999980	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_1032	OTHER	1.000019	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10320	OTHER	1.000004	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10321	OTHER	1.000005	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10322	LIPO	0.000000	0.000000	1.000022	0.000000	0.000000	0.000000	CS pos: 22-23. Pr: 0.9951
prot_10323	SP	0.430727	0.568710	0.000225	0.000144	0.000100	0.000098	CS pos: 61-62. Pr: 0.5975
prot_10324	OTHER	1.000006	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10325	OTHER	1.000015	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10326	OTHER	1.000015	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10327	OTHER	0.999959	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10328	LIPO	0.000077	0.177463	0.822373	0.000028	0.000025	0.000023	CS pos: 30-31. Pr: 0.8293
prot_10329	OTHER	1.000011	0.000000	0.000002	0.000000	0.000000	0.000000	
prot_1033	OTHER	0.833388	0.000001	0.000001	0.000000	0.000000	0.166648	
prot_10330	OTHER	1.000012	0.000001	0.000000	0.000000	0.000000	0.000000	
prot_10331	OTHER	0.999996	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10332	OTHER	1.000006	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10333	OTHER	1.000024	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10334	OTHER	0.999981	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10335	LIPO	0.000000	0.000000	1.000058	0.000000	0.000000	0.000000	CS pos: 20-21. Pr: 0.9964
prot_10336	LIPO	0.000000	0.000000	1.000034	0.000000	0.000000	0.000000	CS pos: 18-19. Pr: 0.9946
prot_10337	OTHER	1.000024	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10338	SP	0.000559	0.998275	0.000390	0.000295	0.000262	0.000227	CS pos: 20-21. Pr: 0.9713
prot_10339	OTHER	1.000033	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_1034	OTHER	0.999997	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10340	LIPO	0.000014	0.004973	0.995017	0.000002	0.000000	0.000000	CS pos: 29-30. Pr: 0.9927
prot_10341	OTHER	1.000033	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10342	SP	0.000209	0.999175	0.000177	0.000177	0.000140	0.000147	CS pos: 30-31. Pr: 0.9775
prot_10343	OTHER	1.000025	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10344	OTHER	1.000001	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10345	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10346	SP	0.000153	0.554894	0.444685	0.000107	0.000082	0.000089	CS pos: 19-20. Pr: 0.2863
prot_10347	OTHER	0.999977	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10348	SP	0.000193	0.999126	0.000192	0.000181	0.000154	0.000149	CS pos: 19-20. Pr: 0.9788
prot_10349	OTHER	1.000008	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_1035	LIPO	0.000013	0.000161	0.999818	0.000014	0.000003	0.000001	CS pos: 29-30. Pr: 0.9971
prot_10350	OTHER	1.000022	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10351	OTHER	1.000023	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10352	OTHER	1.000010	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10353	SP	0.000193	0.999222	0.000164	0.000164	0.000131	0.000127	CS pos: 19-20. Pr: 0.9853
prot_10354	OTHER	0.999600	0.000005	0.000395	0.000000	0.000000	0.000000	
prot_10355	OTHER	1.000018	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10356	OTHER	1.000005	0.000000	0.000000	0.000001	0.000000	0.000001	
prot_10357	OTHER	0.999981	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10358	OTHER	1.000029	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10359	OTHER	1.000015	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_1036	OTHER	0.999991	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10360	OTHER	1.000007	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10361	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10362	SP	0.000159	0.832736	0.166802	0.000110	0.000095	0.000097	CS pos: 19-20. Pr: 0.8149
prot_10363	OTHER	0.999995	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10364	OTHER	1.000013	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10365	LIPO	0.000301	0.001284	0.998337	0.000084	0.000007	0.000005	CS pos: 28-29. Pr: 0.9975
prot_10366	OTHER	0.999992	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10367	OTHER	0.340691	0.332104	0.325395	0.000540	0.000794	0.000481	
prot_10368	LIPO	0.000724	0.029526	0.969730	0.000010	0.000002	0.000001	CS pos: 31-32. Pr: 0.9911
prot_10369	SP	0.000198	0.999207	0.000169	0.000176	0.000138	0.000141	CS pos: 20-21. Pr: 0.9761
prot_1037	OTHER	0.833314	0.000001	0.000000	0.000000	0.000000	0.166672	
prot_10370	SP	0.000239	0.999015	0.000209	0.000204	0.000170	0.000158	CS pos: 31-32. Pr: 0.9731
prot_10371	SP	0.000662	0.998000	0.000380	0.000376	0.000296	0.000281	CS pos: 44-45. Pr: 0.9525
prot_10372	SP	0.000225	0.999163	0.000180	0.000170	0.000135	0.000133	CS pos: 20-21. Pr: 0.9687
prot_10373	LIPO	0.000000	0.000001	0.999994	0.000000	0.000000	0.000000	CS pos: 23-24. Pr: 0.9948
prot_10374	OTHER	0.999987	0.000001	0.000000	0.000000	0.000000	0.000000	
prot_10375	LIPO	0.000003	0.166648	0.833337	0.000002	0.000003	0.000002	CS pos: 21-22. Pr: 0.7572
prot_10376	OTHER	1.000023	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10377	LIPO	0.000000	0.000000	1.000036	0.000000	0.000000	0.000000	CS pos: 25-26. Pr: 0.9951
prot_10378	SP	0.000192	0.999225	0.000160	0.000163	0.000137	0.000132	CS pos: 24-25. Pr: 0.9796
prot_10379	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_1038	OTHER	1.000030	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10380	OTHER	1.000013	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10381	OTHER	0.999995	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10382	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10383	OTHER	1.000014	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10384	OTHER	1.000044	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10385	OTHER	0.999996	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10386	OTHER	1.000019	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10387	SP	0.000214	0.999136	0.000184	0.000176	0.000144	0.000141	CS pos: 25-26. Pr: 0.9728
prot_10388	OTHER	0.999950	0.000022	0.000000	0.000000	0.000000	0.000000	
prot_10389	OTHER	0.830981	0.004969	0.001861	0.000013	0.000015	0.162190	
prot_1039	SP	0.000222	0.999095	0.000191	0.000195	0.000156	0.000153	CS pos: 39-40. Pr: 0.9741
prot_10390	LIPO	0.000000	0.000000	1.000044	0.000000	0.000000	0.000000	CS pos: 17-18. Pr: 0.9973
prot_10391	OTHER	1.000020	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10392	LIPO	0.023001	0.147697	0.829219	0.000026	0.000023	0.000024	CS pos: 31-32. Pr: 0.8274
prot_10393	SP	0.000150	0.999397	0.000125	0.000137	0.000109	0.000109	CS pos: 19-20. Pr: 0.9833
prot_10394	SP	0.003100	0.995891	0.000324	0.000261	0.000226	0.000214	CS pos: 59-60. Pr: 0.7147
prot_10395	OTHER	1.000040	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10396	OTHER	1.000006	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10397	LIPO	0.000000	0.000002	0.999989	0.000000	0.000000	0.000000	CS pos: 25-26. Pr: 0.9977
prot_10398	OTHER	0.999999	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10399	SP	0.000252	0.998963	0.000227	0.000212	0.000180	0.000174	CS pos: 32-33. Pr: 0.9676
prot_104	SP	0.000422	0.998552	0.000312	0.000282	0.000231	0.000210	CS pos: 37-38. Pr: 0.9704
prot_1040	LIPO	0.000000	0.000000	1.000010	0.000000	0.000000	0.000000	CS pos: 12-13. Pr: 0.9901
prot_10400	OTHER	1.000009	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10401	LIPO	0.000004	0.000031	0.999943	0.000004	0.000001	0.000000	CS pos: 28-29. Pr: 0.9977
prot_10402	OTHER	0.999998	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10403	OTHER	0.999979	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10404	SP	0.000198	0.665958	0.000170	0.333490	0.000099	0.000099	CS pos: 23-24. Pr: 0.6506
prot_10405	OTHER	0.999997	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10406	OTHER	0.833415	0.166416	0.000049	0.000051	0.000034	0.000044	
prot_10407	OTHER	1.000019	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10408	SP	0.000243	0.999024	0.000197	0.000222	0.000163	0.000162	CS pos: 37-38. Pr: 0.9726
prot_10409	OTHER	0.999985	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_1041	OTHER	0.999986	0.000002	0.000001	0.000000	0.000000	0.000000	
prot_10410	OTHER	1.000012	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10411	OTHER	1.000017	0.000001	0.000000	0.000000	0.000000	0.000000	
prot_10412	OTHER	0.999999	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10413	OTHER	1.000032	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10414	SP	0.000207	0.999162	0.000179	0.000175	0.000137	0.000137	CS pos: 25-26. Pr: 0.9771
prot_10415	OTHER	1.000004	0.000005	0.000000	0.000000	0.000000	0.000000	
prot_10416	OTHER	1.000002	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10417	LIPO	0.000000	0.000000	1.000019	0.000000	0.000000	0.000000	CS pos: 22-23. Pr: 0.9974
prot_10418	OTHER	1.000002	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10419	OTHER	1.000018	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_1042	OTHER	1.000005	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10420	OTHER	1.000041	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10421	OTHER	0.999966	0.000043	0.000000	0.000000	0.000000	0.000000	
prot_10422	OTHER	0.661091	0.301109	0.015809	0.008572	0.012074	0.001345	
prot_10423	OTHER	1.000002	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10424	LIPO	0.000000	0.000000	1.000029	0.000000	0.000000	0.000000	CS pos: 25-26. Pr: 0.9943
prot_10425	OTHER	1.000020	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10426	OTHER	0.500147	0.499501	0.000114	0.000086	0.000082	0.000083	
prot_10427	OTHER	0.999987	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10428	OTHER	0.999948	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10429	OTHER	1.000002	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_1043	OTHER	1.000024	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10430	OTHER	0.999968	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10431	OTHER	1.000020	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10432	OTHER	0.833037	0.000000	0.000285	0.000000	0.000000	0.166678	
prot_10433	LIPO	0.000000	0.000000	1.000032	0.000000	0.000000	0.000000	CS pos: 16-17. Pr: 0.9976
prot_10434	OTHER	1.000004	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10435	OTHER	0.999984	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10436	OTHER	1.000003	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10437	OTHER	1.000018	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10438	LIPO	0.000000	0.000000	1.000031	0.000000	0.000000	0.000000	CS pos: 20-21. Pr: 0.9945
prot_10439	SP	0.000380	0.998862	0.000212	0.000218	0.000170	0.000166	CS pos: 41-42. Pr: 0.9655
prot_1044	OTHER	0.999956	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10440	OTHER	1.000014	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10441	SP	0.000311	0.998830	0.000225	0.000254	0.000198	0.000183	CS pos: 43-44. Pr: 0.9721
prot_10442	OTHER	1.000020	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10443	OTHER	1.000017	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10444	OTHER	0.999988	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10445	OTHER	1.000019	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10446	OTHER	1.000005	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10447	OTHER	1.000009	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10448	OTHER	1.000005	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10449	OTHER	1.000016	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_1045	SP	0.000160	0.838684	0.160802	0.000131	0.000109	0.000115	CS pos: 23-24. Pr: 0.8201
prot_10450	OTHER	0.999987	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10451	OTHER	0.999999	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10452	OTHER	1.000011	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10453	OTHER	0.833326	0.000021	0.166655	0.000000	0.000000	0.000000	
prot_10454	OTHER	1.000015	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10455	OTHER	1.000012	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10456	LIPO	0.018931	0.050078	0.930981	0.000006	0.000001	0.000001	CS pos: 46-47. Pr: 0.9950
prot_10457	LIPO	0.000042	0.166537	0.833345	0.000021	0.000020	0.000018	CS pos: 25-26. Pr: 0.8139
prot_10458	LIPO	0.000000	0.000000	1.000022	0.000000	0.000000	0.000000	CS pos: 21-22. Pr: 0.9970
prot_10459	OTHER	0.997651	0.002212	0.000069	0.000028	0.000012	0.000031	
prot_1046	LIPO	0.000000	0.000000	1.000004	0.000000	0.000000	0.000000	CS pos: 19-20. Pr: 0.9924
prot_10460	SP	0.000192	0.832550	0.166824	0.000171	0.000142	0.000134	CS pos: 20-21. Pr: 0.8072
prot_10461	TATLIPO	0.000000	0.000000	0.000000	0.166680	0.833347	0.000000	CS pos: 32-33. Pr: 0.6306
prot_10462	OTHER	0.999982	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10463	LIPO	0.000000	0.000000	1.000035	0.000000	0.000000	0.000000	CS pos: 19-20. Pr: 0.9929
prot_10464	OTHER	1.000008	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10465	OTHER	0.999999	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10466	OTHER	0.538093	0.461066	0.000249	0.000242	0.000188	0.000173	
prot_10467	LIPO	0.000197	0.489869	0.509596	0.000144	0.000109	0.000115	CS pos: 22-23. Pr: 0.5052
prot_10468	LIPO	0.000881	0.041890	0.957237	0.000004	0.000001	0.000000	CS pos: 34-35. Pr: 0.9959
prot_10469	OTHER	1.000002	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_1047	SP	0.000419	0.998651	0.000300	0.000258	0.000209	0.000183	CS pos: 22-23. Pr: 0.9750
prot_10470	OTHER	1.000007	0.000000	0.000005	0.000000	0.000000	0.000000	
prot_10471	OTHER	1.000009	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10472	OTHER	1.000004	0.000001	0.000000	0.000000	0.000000	0.000000	
prot_10473	OTHER	1.000008	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10474	LIPO	0.000000	0.000000	1.000017	0.000000	0.000000	0.000000	CS pos: 23-24. Pr: 0.9973
prot_10475	SP	0.000208	0.999141	0.000192	0.000187	0.000142	0.000147	CS pos: 21-22. Pr: 0.9682
prot_10476	SP	0.000266	0.998950	0.000231	0.000207	0.000169	0.000165	CS pos: 19-20. Pr: 0.9670
prot_10477	OTHER	0.999983	0.000001	0.000000	0.000000	0.000000	0.000000	
prot_10478	OTHER	0.999993	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10479	OTHER	0.832665	0.167216	0.000038	0.000026	0.000024	0.000023	
prot_1048	OTHER	1.000028	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10480	LIPO	0.000000	0.000000	0.999996	0.000000	0.000000	0.000000	CS pos: 22-23. Pr: 0.9977
prot_10481	OTHER	1.000033	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10482	LIPO	0.000005	0.000089	0.999902	0.000001	0.000000	0.000000	CS pos: 27-28. Pr: 0.9961
prot_10483	LIPO	0.000038	0.166538	0.833346	0.000021	0.000020	0.000021	CS pos: 20-21. Pr: 0.7968
prot_10484	OTHER	0.999978	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10485	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10486	OTHER	0.999984	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10487	OTHER	1.000007	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10488	SP	0.000306	0.998835	0.000310	0.000199	0.000182	0.000172	CS pos: 23-24. Pr: 0.9406
prot_10489	OTHER	1.000008	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_1049	SP	0.000197	0.999168	0.000169	0.000184	0.000147	0.000141	CS pos: 43-44. Pr: 0.9636
prot_10490	OTHER	0.999935	0.000004	0.000000	0.000000	0.000000	0.000000	
prot_10491	OTHER	0.675328	0.324457	0.000069	0.000053	0.000046	0.000042	
prot_10492	SP	0.000265	0.999077	0.000207	0.000182	0.000146	0.000141	CS pos: 22-23. Pr: 0.9795
prot_10493	OTHER	0.999986	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10494	OTHER	1.000001	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10495	OTHER	1.000014	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10496	SP	0.000377	0.832488	0.166762	0.000147	0.000125	0.000122	CS pos: 31-32. Pr: 0.8118
prot_10497	SP	0.100046	0.899130	0.000228	0.000232	0.000188	0.000181	CS pos: 38-39. Pr: 0.8800
prot_10498	OTHER	1.000002	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10499	OTHER	1.000014	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_105	OTHER	0.999985	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_1050	OTHER	0.999980	0.000000	0.000000	0.000000	0.000000	0.000000	
prot_10500	OTHER	0.999985	0.000006	0.000000	0.000000	0.000000	0.000000	
prot_10500_2	LIPO	0.198780	0.134410	0.666733	0.000036	0.000027	0.000022	CS pos: 30-31. Pr: 0.2976
prot_10501	OTHER	1.000023	0.000000	0.000000	0.000000	0.000000	0.000000	
